date,server_id,environment,region,cpu_usage,memory_usage,disk_usage,network_in_mb,network_out_mb,requests_per_min,active_users,response_time_ms,error_rate_percent
2024-09-13,app-server-02,production,ap-south-1,36.45,50.6,50.63,165.5,126.02,992,225,268.93,0.46
2024-09-14,app-server-01,production,ap-south-1,37.96,48.96,52.53,151.13,117.69,1053,256,257.61,0.6
2024-09-14,app-server-02,production,ap-south-1,39.86,49.36,51.48,172.17,117.41,1051,263,246.76,0.69
2024-09-15,app-server-01,production,ap-south-1,37.5,47.17,53.01,160.9,130.25,933,237,226.31,0.55
2024-09-15,app-server-02,production,ap-south-1,41.06,49.41,47.0,145.6,111.72,966,229,258.26,0.53
2024-09-16,app-server-01,production,ap-south-1,35.6,48.95,51.29,154.72,133.79,950,267,260.22,0.4
2024-09-16,app-server-02,production,ap-south-1,39.33,54.19,52.31,133.59,107.79,938,219,244.58,0.57
2024-09-17,app-server-01,production,ap-south-1,36.79,47.68,51.68,158.36,123.71,998,241,242.31,0.63
2024-09-17,app-server-02,production,ap-south-1,37.99,52.33,47.71,148.23,130.02,1041,221,234.12,0.79
2024-09-18,app-server-01,production,ap-south-1,38.89,54.43,51.64,137.29,116.14,1092,237,256.65,0.71
2024-09-18,app-server-02,production,ap-south-1,41.58,50.84,50.78,154.44,113.55,1084,246,246.76,0.4
2024-09-19,app-server-01,production,ap-south-1,44.01,49.33,48.35,176.46,119.59,943,232,246.86,0.47
2024-09-19,app-server-02,production,ap-south-1,41.88,56.07,54.8,149.02,122.98,1075,225,251.32,0.56
2024-09-20,app-server-01,production,ap-south-1,36.28,50.37,46.06,152.92,115.96,1063,248,237.92,0.6
2024-09-20,app-server-02,production,ap-south-1,35.99,47.15,51.55,156.29,121.55,928,266,257.23,0.68
2024-09-21,app-server-01,production,ap-south-1,39.17,50.97,50.9,154.07,120.23,947,251,245.64,0.66
2024-09-21,app-server-02,production,ap-south-1,43.65,52.43,51.16,137.54,127.6,920,235,273.95,0.68
2024-09-22,app-server-01,production,ap-south-1,36.76,47.28,52.08,154.12,143.39,1046,240,253.51,0.56
2024-09-22,app-server-02,production,ap-south-1,31.94,52.93,48.09,162.3,118.27,1022,224,227.09,0.76
2024-09-23,app-server-01,production,ap-south-1,36.72,49.58,47.35,149.5,103.21,1040,246,253.68,0.55
2024-09-23,app-server-02,production,ap-south-1,38.05,51.48,50.38,139.64,113.96,1014,255,248.26,0.63
2024-09-24,app-server-01,production,ap-south-1,39.33,50.02,50.32,150.26,114.87,1063,258,275.99,0.58
2024-09-24,app-server-02,production,ap-south-1,37.42,55.06,54.37,149.8,122.2,977,254,262.84,0.5
2024-09-25,app-server-01,production,ap-south-1,41.09,51.79,50.59,161.64,120.7,991,228,262.31,0.46
2024-09-25,app-server-02,production,ap-south-1,41.28,47.83,51.72,140.22,120.37,1056,224,249.33,0.55
2024-09-26,app-server-01,production,ap-south-1,37.54,46.89,50.92,168.65,124.22,1036,261,241.12,0.42
2024-09-26,app-server-02,production,ap-south-1,37.58,47.38,51.32,148.51,118.97,1100,224,240.35,0.5
2024-09-27,app-server-01,production,ap-south-1,40.25,48.66,50.2,162.96,128.52,969,252,263.67,0.43
2024-09-27,app-server-02,production,ap-south-1,41.56,50.95,49.59,153.26,123.46,1017,264,246.57,0.65
2024-09-28,app-server-01,production,ap-south-1,34.92,50.58,50.68,158.3,111.3,991,226,253.79,0.48
2024-09-28,app-server-02,production,ap-south-1,37.99,50.79,51.01,158.15,117.02,1130,259,238.59,0.65
2024-09-29,app-server-01,production,ap-south-1,44.38,51.83,51.86,154.14,117.05,1035,250,247.79,0.63
2024-09-29,app-server-02,production,ap-south-1,39.02,52.04,50.11,148.19,113.88,1016,263,252.75,0.56
2024-09-30,app-server-01,production,ap-south-1,36.42,50.29,52.06,146.72,122.75,970,252,261.94,0.82
2024-09-30,app-server-02,production,ap-south-1,44.63,47.11,49.52,151.53,125.12,936,258,271.79,0.77
2024-10-01,app-server-01,production,ap-south-1,36.14,50.86,53.13,169.13,115.93,951,243,250.33,0.52
2024-10-01,app-server-02,production,ap-south-1,42.18,51.44,51.9,143.37,134.11,1117,258,259.59,0.5
2024-10-02,app-server-01,production,ap-south-1,40.94,53.41,54.19,153.07,124.74,958,231,251.92,0.37
2024-10-02,app-server-02,production,ap-south-1,33.64,51.91,52.94,149.02,122.05,958,264,273.37,0.55
2024-10-03,app-server-01,production,ap-south-1,39.33,50.25,51.86,129.14,122.67,1001,224,262.94,0.62
2024-10-03,app-server-02,production,ap-south-1,37.43,49.32,51.01,170.4,121.95,1039,250,260.0,0.56
2024-10-04,app-server-01,production,ap-south-1,43.93,53.12,48.88,145.47,136.42,1035,248,266.62,0.56
2024-10-04,app-server-02,production,ap-south-1,37.62,46.97,50.3,148.0,137.87,984,245,240.31,0.37
2024-10-05,app-server-01,production,ap-south-1,37.21,51.63,48.56,156.52,132.48,1076,251,245.54,0.56
2024-10-05,app-server-02,production,ap-south-1,39.87,48.8,50.36,143.08,119.42,1080,240,268.73,0.61
2024-10-06,app-server-01,production,ap-south-1,35.33,50.87,52.13,149.5,126.25,1012,233,243.87,0.44
2024-10-06,app-server-02,production,ap-south-1,30.5,53.0,51.25,150.88,118.2,967,233,245.37,0.63
2024-10-07,app-server-01,production,ap-south-1,41.19,50.91,52.56,152.17,117.06,996,255,258.39,0.65
2024-10-07,app-server-02,production,ap-south-1,37.21,47.8,51.52,172.15,136.76,1052,246,255.53,0.61
2024-10-08,app-server-01,production,ap-south-1,35.34,52.65,52.33,145.42,128.29,1039,241,258.24,0.51
2024-10-08,app-server-02,production,ap-south-1,33.76,49.32,52.75,173.31,117.73,983,260,257.3,0.5
2024-10-09,app-server-01,production,ap-south-1,40.62,52.28,55.48,164.78,112.79,1043,245,248.88,0.63
2024-10-09,app-server-02,production,ap-south-1,41.33,53.41,48.06,132.37,130.05,1003,249,262.39,0.47
2024-10-10,app-server-01,production,ap-south-1,38.62,50.47,50.38,164.73,111.98,1053,264,259.33,0.5
2024-10-10,app-server-02,production,ap-south-1,37.04,51.11,55.58,152.88,115.25,1067,251,257.49,0.55
2024-10-11,app-server-01,production,ap-south-1,39.27,49.0,56.83,145.28,126.21,1094,237,230.61,0.58
2024-10-11,app-server-02,production,ap-south-1,41.23,52.31,50.25,166.33,119.83,933,271,261.55,0.59
2024-10-12,app-server-01,production,ap-south-1,35.68,49.73,48.53,151.38,121.56,1151,273,271.94,0.41
2024-10-12,app-server-02,production,ap-south-1,41.03,51.89,50.13,139.78,117.29,1074,256,253.14,0.56
2024-10-13,app-server-01,production,ap-south-1,38.39,52.06,53.3,160.03,122.59,1047,243,251.76,0.52
2024-10-13,app-server-02,production,ap-south-1,41.18,51.35,55.29,158.52,106.0,1019,254,264.52,0.7
2024-10-14,app-server-01,production,ap-south-1,36.1,45.44,49.63,166.16,108.04,1002,261,251.77,0.49
2024-10-14,app-server-02,production,ap-south-1,43.73,54.92,53.38,176.23,126.78,1044,275,250.02,0.65
2024-10-15,app-server-01,production,ap-south-1,36.47,55.7,51.51,151.13,132.3,996,262,248.67,0.59
2024-10-15,app-server-02,production,ap-south-1,37.69,53.94,48.38,158.48,115.03,1015,270,245.98,0.61
2024-10-16,app-server-01,production,ap-south-1,39.3,53.99,50.9,155.02,125.81,964,241,243.26,0.49
2024-10-16,app-server-02,production,ap-south-1,41.6,50.27,51.85,152.73,129.08,1128,259,246.38,0.5
2024-10-17,app-server-01,production,ap-south-1,36.17,49.25,52.51,157.3,121.98,952,277,253.5,0.56
2024-10-17,app-server-02,production,ap-south-1,39.89,51.26,51.46,165.53,126.35,1044,264,242.43,0.51
2024-10-18,app-server-01,production,ap-south-1,37.0,50.46,55.8,180.38,127.36,935,260,258.64,0.52
2024-10-18,app-server-02,production,ap-south-1,39.46,49.51,51.15,154.22,137.88,1023,249,254.6,0.51
2024-10-19,app-server-01,production,ap-south-1,38.83,51.61,51.93,155.06,115.39,1006,260,235.9,0.6
2024-10-19,app-server-02,production,ap-south-1,44.05,49.7,50.86,162.3,144.15,1131,229,244.12,0.58
2024-10-20,app-server-01,production,ap-south-1,40.01,54.16,49.42,158.16,125.2,990,275,275.8,0.46
2024-10-20,app-server-02,production,ap-south-1,41.59,49.87,50.44,155.39,129.13,1032,248,250.2,0.65
2024-10-21,app-server-01,production,ap-south-1,35.83,50.86,54.43,156.99,111.27,1011,233,253.67,0.43
2024-10-21,app-server-02,production,ap-south-1,35.44,48.36,51.05,166.95,125.31,1226,261,242.24,0.57
2024-10-22,app-server-01,production,ap-south-1,42.43,54.42,55.5,163.05,132.48,1123,254,255.7,0.59
2024-10-22,app-server-02,production,ap-south-1,39.01,52.7,54.85,158.54,123.52,1052,247,251.91,0.5
2024-10-23,app-server-01,production,ap-south-1,40.84,52.0,53.23,141.88,126.69,979,240,246.71,0.34
2024-10-23,app-server-02,production,ap-south-1,36.85,55.25,52.67,160.6,127.16,1057,257,250.96,0.45
2024-10-24,app-server-01,production,ap-south-1,39.66,52.37,55.38,156.92,124.56,958,262,258.4,0.7
2024-10-24,app-server-02,production,ap-south-1,42.29,52.91,54.89,160.18,118.56,1026,283,254.82,0.7
2024-10-25,app-server-01,production,ap-south-1,38.35,49.99,50.99,156.44,122.65,950,240,260.68,0.64
2024-10-25,app-server-02,production,ap-south-1,40.56,52.58,50.88,134.48,138.05,1158,207,248.51,0.54
2024-10-26,app-server-01,production,ap-south-1,37.76,50.91,51.69,139.86,121.17,1110,243,249.22,0.52
2024-10-26,app-server-02,production,ap-south-1,38.06,50.6,51.68,133.62,121.24,1061,244,261.32,0.45
2024-10-27,app-server-01,production,ap-south-1,41.41,52.61,57.01,153.71,139.69,1069,276,260.32,0.64
2024-10-27,app-server-02,production,ap-south-1,37.78,57.91,59.03,154.79,131.7,1096,263,248.57,0.43
2024-10-28,app-server-01,production,ap-south-1,38.76,49.35,54.57,148.73,124.64,1048,228,233.83,0.59
2024-10-28,app-server-02,production,ap-south-1,34.87,56.86,50.92,150.39,133.72,1184,232,240.98,0.52
2024-10-29,app-server-01,production,ap-south-1,36.87,52.88,52.7,134.1,122.72,1080,256,252.01,0.5
2024-10-29,app-server-02,production,ap-south-1,40.8,51.47,52.35,150.71,128.31,1107,269,237.49,0.5
2024-10-30,app-server-01,production,ap-south-1,41.09,52.87,50.87,159.33,122.96,1058,273,247.0,0.62
2024-10-30,app-server-02,production,ap-south-1,40.66,48.89,52.75,165.59,121.67,1052,251,262.22,0.55
2024-10-31,app-server-01,production,ap-south-1,41.96,52.99,52.88,155.72,125.73,988,284,236.67,0.57
2024-10-31,app-server-02,production,ap-south-1,35.66,52.65,55.34,154.56,124.39,899,283,244.16,0.51
2024-11-01,app-server-01,production,ap-south-1,41.75,54.48,55.14,141.69,140.55,1062,276,244.56,0.44
2024-11-01,app-server-02,production,ap-south-1,35.07,52.7,53.34,166.2,134.07,1000,271,267.08,0.56
2024-11-02,app-server-01,production,ap-south-1,40.47,51.75,54.25,136.7,128.74,1069,258,272.73,0.44
2024-11-02,app-server-02,production,ap-south-1,43.46,51.56,53.19,154.26,124.73,1109,296,252.32,0.58
2024-11-03,app-server-01,production,ap-south-1,39.53,52.13,51.78,158.9,135.8,1019,259,261.64,0.67
2024-11-03,app-server-02,production,ap-south-1,42.66,55.03,50.09,158.28,138.66,1049,272,244.2,0.63
2024-11-04,app-server-01,production,ap-south-1,42.64,51.17,49.11,153.41,127.1,972,269,274.97,0.6
2024-11-04,app-server-02,production,ap-south-1,40.47,52.94,51.01,154.06,131.25,1034,257,256.0,0.44
2024-11-05,app-server-01,production,ap-south-1,42.76,52.42,54.04,153.78,122.21,1125,272,247.16,0.58
2024-11-05,app-server-02,production,ap-south-1,43.39,54.48,52.19,167.49,129.24,976,259,253.56,0.45
2024-11-06,app-server-01,production,ap-south-1,38.82,51.66,53.9,155.7,128.59,1122,273,246.66,0.69
2024-11-06,app-server-02,production,ap-south-1,39.48,55.37,52.89,145.92,130.3,1123,266,270.02,0.56
2024-11-07,app-server-01,production,ap-south-1,42.34,55.04,50.57,160.53,133.18,1080,271,250.23,0.71
2024-11-07,app-server-02,production,ap-south-1,39.39,51.31,54.0,143.57,138.55,1051,263,252.84,0.31
2024-11-08,app-server-01,production,ap-south-1,42.59,52.89,54.79,162.66,134.24,1198,258,265.75,0.62
2024-11-08,app-server-02,production,ap-south-1,36.26,55.49,52.26,172.33,121.07,1087,258,244.58,0.58
2024-11-09,app-server-01,production,ap-south-1,38.01,51.0,50.68,172.87,129.69,1167,236,248.19,0.62
2024-11-09,app-server-02,production,ap-south-1,39.6,50.74,52.33,167.36,135.61,1038,248,248.36,0.57
2024-11-10,app-server-01,production,ap-south-1,44.8,53.33,56.1,154.41,123.75,964,257,253.75,0.62
2024-11-10,app-server-02,production,ap-south-1,37.11,51.31,54.68,156.15,132.55,1061,264,233.69,0.45
2024-11-11,app-server-01,production,ap-south-1,38.19,52.33,49.14,174.91,117.45,1071,280,259.22,0.59
2024-11-11,app-server-02,production,ap-south-1,41.29,51.62,56.44,154.67,133.47,1097,240,256.66,0.43
2024-11-12,app-server-01,production,ap-south-1,44.43,53.39,50.37,161.65,126.03,1083,250,242.64,0.67
2024-11-12,app-server-02,production,ap-south-1,37.05,53.04,54.29,149.56,124.52,1040,243,259.53,0.56
2024-11-13,app-server-01,production,ap-south-1,40.72,51.59,50.35,151.29,130.35,1146,279,247.47,0.47
2024-11-13,app-server-02,production,ap-south-1,42.39,50.94,54.36,157.16,129.26,1029,302,261.6,0.72
2024-11-14,app-server-01,production,ap-south-1,37.79,51.71,52.64,160.32,123.43,1095,250,248.23,0.6
2024-11-14,app-server-02,production,ap-south-1,40.36,52.43,53.11,172.66,124.56,1105,260,266.16,0.51
2024-11-15,app-server-01,production,ap-south-1,39.59,51.59,56.98,159.91,124.23,1054,283,248.01,0.56
2024-11-15,app-server-02,production,ap-south-1,42.23,52.51,54.61,161.92,141.21,1072,237,251.68,0.49
2024-11-16,app-server-01,production,ap-south-1,39.4,51.95,52.22,171.53,132.99,1049,276,240.95,0.58
2024-11-16,app-server-02,production,ap-south-1,37.59,50.64,51.55,145.29,118.33,1085,294,258.9,0.54
2024-11-17,app-server-01,production,ap-south-1,39.26,51.66,51.94,156.1,141.9,1002,253,271.55,0.57
2024-11-17,app-server-02,production,ap-south-1,42.44,52.14,55.63,168.45,126.07,1065,260,253.72,0.62
2024-11-18,app-server-01,production,ap-south-1,40.49,54.03,52.56,167.67,113.6,952,278,260.98,0.57
2024-11-18,app-server-02,production,ap-south-1,38.91,51.39,55.11,158.13,136.61,1056,241,256.35,0.69
2024-11-19,app-server-01,production,ap-south-1,41.67,56.77,54.59,163.21,132.37,1066,272,257.6,0.54
2024-11-19,app-server-02,production,ap-south-1,47.64,53.3,54.16,152.48,128.06,1109,248,250.9,0.63
2024-11-20,app-server-01,production,ap-south-1,36.6,51.4,55.52,159.01,115.51,1080,247,260.19,0.44
2024-11-20,app-server-02,production,ap-south-1,39.51,54.57,53.58,151.02,138.92,1020,271,241.03,0.68
2024-11-21,app-server-01,production,ap-south-1,44.39,53.95,49.84,176.22,129.52,1049,255,262.86,0.56
2024-11-21,app-server-02,production,ap-south-1,40.58,54.44,53.54,155.18,133.32,1035,277,250.06,0.56
2024-11-22,app-server-01,production,ap-south-1,39.97,54.21,55.57,158.52,131.15,1078,274,253.7,0.56
2024-11-22,app-server-02,production,ap-south-1,39.2,54.32,57.6,148.34,134.61,1196,236,238.34,0.63
2024-11-23,app-server-01,production,ap-south-1,41.12,53.28,55.39,155.3,125.44,1130,265,253.34,0.51
2024-11-23,app-server-02,production,ap-south-1,39.55,53.91,53.78,162.47,129.56,1065,263,236.43,0.82
2024-11-24,app-server-01,production,ap-south-1,42.94,54.44,53.98,155.8,130.36,1043,280,257.05,0.62
2024-11-24,app-server-02,production,ap-south-1,43.05,51.13,52.87,164.72,121.37,1113,267,256.85,0.61
2024-11-25,app-server-01,production,ap-south-1,40.27,56.03,54.26,158.16,122.72,1102,267,250.96,0.5
2024-11-25,app-server-02,production,ap-south-1,36.92,54.97,53.31,155.25,125.21,1219,262,267.12,0.57
2024-11-26,app-server-01,production,ap-south-1,35.66,54.94,54.77,148.82,131.91,1107,254,259.33,0.41
2024-11-26,app-server-02,production,ap-south-1,38.14,53.2,51.58,144.73,134.32,1093,273,251.38,0.57
2024-11-27,app-server-01,production,ap-south-1,37.25,54.7,53.26,168.01,136.78,1014,255,258.54,0.51
2024-11-27,app-server-02,production,ap-south-1,42.22,53.77,56.63,161.24,126.81,1194,258,250.18,0.6
2024-11-28,app-server-01,production,ap-south-1,43.45,51.53,53.9,154.09,129.03,1194,259,246.94,0.58
2024-11-28,app-server-02,production,ap-south-1,44.22,53.72,54.04,175.23,131.0,1072,262,251.42,0.26
2024-11-29,app-server-01,production,ap-south-1,44.07,55.34,52.64,166.06,141.85,1149,263,254.93,0.67
2024-11-29,app-server-02,production,ap-south-1,36.49,50.96,55.96,155.26,130.38,1086,290,232.69,0.66
2024-11-30,app-server-01,production,ap-south-1,41.48,53.92,55.48,145.96,139.32,1153,275,264.22,0.6
2024-11-30,app-server-02,production,ap-south-1,38.87,58.12,58.71,159.19,133.91,1010,270,256.4,0.56
2024-12-01,app-server-01,production,ap-south-1,38.2,54.07,52.64,148.64,116.64,1167,254,236.18,0.49
2024-12-01,app-server-02,production,ap-south-1,41.63,52.41,56.51,157.99,122.02,1047,269,251.39,0.63
2024-12-02,app-server-01,production,ap-south-1,42.17,54.5,52.23,165.07,120.28,959,265,255.79,0.56
2024-12-02,app-server-02,production,ap-south-1,43.37,54.72,56.24,147.21,140.5,1048,257,241.99,0.48
2024-12-03,app-server-01,production,ap-south-1,42.39,52.91,53.85,151.0,126.59,1077,274,264.83,0.52
2024-12-03,app-server-02,production,ap-south-1,46.32,55.14,53.35,148.68,141.0,1107,239,244.91,0.51
2024-12-04,app-server-01,production,ap-south-1,38.73,50.44,54.2,179.23,129.03,1054,269,267.38,0.55
2024-12-04,app-server-02,production,ap-south-1,41.68,53.04,53.3,150.67,128.17,1176,284,257.91,0.49
2024-12-05,app-server-01,production,ap-south-1,42.58,53.11,57.8,166.13,125.81,1122,256,250.01,0.83
2024-12-05,app-server-02,production,ap-south-1,42.12,51.67,56.01,175.17,139.29,1054,272,275.33,0.62
2024-12-06,app-server-01,production,ap-south-1,37.39,49.56,49.15,160.91,129.14,1129,276,246.91,0.76
2024-12-06,app-server-02,production,ap-south-1,46.33,53.55,56.87,156.13,140.26,1041,279,256.5,0.46
2024-12-07,app-server-01,production,ap-south-1,41.81,55.62,56.47,152.59,139.11,1168,300,268.51,0.56
2024-12-07,app-server-02,production,ap-south-1,37.74,50.89,57.46,161.81,142.28,1049,284,270.07,0.63
2024-12-08,app-server-01,production,ap-south-1,39.45,53.21,54.63,145.89,128.11,1096,268,273.66,0.54
2024-12-08,app-server-02,production,ap-south-1,40.66,53.68,53.26,143.37,129.4,1106,264,259.54,0.55
2024-12-09,app-server-01,production,ap-south-1,47.79,52.89,58.1,161.72,139.24,1086,273,247.23,0.63
2024-12-09,app-server-02,production,ap-south-1,38.74,52.23,53.59,172.87,122.47,1135,281,242.03,0.53
2024-12-10,app-server-01,production,ap-south-1,45.7,52.05,56.98,170.66,130.67,1016,258,247.55,0.75
2024-12-10,app-server-02,production,ap-south-1,44.64,57.7,57.29,166.97,128.68,1066,269,256.43,0.74
2024-12-11,app-server-01,production,ap-south-1,38.02,52.7,51.64,149.3,122.79,1106,310,249.58,0.66
2024-12-11,app-server-02,production,ap-south-1,43.96,52.39,57.67,155.58,131.99,1115,260,253.46,0.55
2024-12-12,app-server-01,production,ap-south-1,44.58,57.15,57.51,165.78,121.48,1175,271,246.15,0.65
2024-12-12,app-server-02,production,ap-south-1,36.67,53.37,58.2,159.59,143.39,1081,267,241.27,0.62
2024-12-13,app-server-01,production,ap-south-1,42.07,51.86,54.2,165.68,132.69,1199,246,260.23,0.58
2024-12-13,app-server-02,production,ap-south-1,44.81,53.56,56.26,175.37,123.25,1178,263,259.71,0.36
2024-12-14,app-server-01,production,ap-south-1,45.79,51.15,57.86,150.8,136.23,1152,251,238.23,0.69
2024-12-14,app-server-02,production,ap-south-1,43.93,53.78,58.81,163.14,123.16,1124,280,250.16,0.7
2024-12-15,app-server-01,production,ap-south-1,41.91,52.42,53.96,162.63,124.86,1184,289,264.38,0.52
2024-12-15,app-server-02,production,ap-south-1,44.56,55.28,55.08,155.17,132.7,1177,294,253.8,0.4
2024-12-16,app-server-01,production,ap-south-1,39.27,53.16,55.81,165.4,134.2,1036,287,262.67,0.51
2024-12-16,app-server-02,production,ap-south-1,42.92,53.95,59.24,158.64,132.59,1035,283,238.05,0.52
2024-12-17,app-server-01,production,ap-south-1,39.02,55.01,55.7,145.41,139.21,1219,267,248.22,0.32
2024-12-17,app-server-02,production,ap-south-1,46.61,54.02,56.11,156.06,136.73,1080,256,241.99,0.56
2024-12-18,app-server-01,production,ap-south-1,49.67,54.45,58.89,151.52,121.86,1244,286,262.48,0.67
2024-12-18,app-server-02,production,ap-south-1,37.33,54.51,57.37,171.37,132.85,1154,272,249.31,0.52
2024-12-19,app-server-01,production,ap-south-1,42.07,55.88,54.82,167.61,146.15,1107,285,264.82,0.64
2024-12-19,app-server-02,production,ap-south-1,46.52,54.69,56.3,165.29,126.85,1114,239,247.97,0.71
2024-12-20,app-server-01,production,ap-south-1,42.9,51.27,55.37,172.6,130.55,1214,284,251.36,0.54
2024-12-20,app-server-02,production,ap-south-1,44.7,54.66,53.94,144.41,121.7,1159,294,241.89,0.5
2024-12-21,app-server-01,production,ap-south-1,45.64,52.23,60.97,169.79,113.27,1118,271,254.14,0.54
2024-12-21,app-server-02,production,ap-south-1,43.78,56.28,62.26,160.72,130.98,1170,278,269.52,0.69
2024-12-22,app-server-01,production,ap-south-1,38.7,54.05,55.45,154.76,136.18,1129,281,245.79,0.61
2024-12-22,app-server-02,production,ap-south-1,41.71,53.19,56.45,187.9,128.28,1171,266,254.6,0.74
2024-12-23,app-server-01,production,ap-south-1,38.04,53.63,54.49,157.5,129.03,1104,276,242.38,0.56
2024-12-23,app-server-02,production,ap-south-1,39.89,54.28,55.44,167.05,125.91,1079,250,252.59,0.61
2024-12-24,app-server-01,production,ap-south-1,49.06,53.68,56.12,162.63,131.94,1131,264,251.33,0.58
2024-12-24,app-server-02,production,ap-south-1,39.92,56.59,57.02,145.4,138.64,1042,276,259.67,0.62
2024-12-25,app-server-01,production,ap-south-1,37.41,52.15,59.27,164.42,139.58,1135,269,242.8,0.49
2024-12-25,app-server-02,production,ap-south-1,42.92,52.56,60.08,166.73,137.51,1098,268,245.42,0.52
2024-12-26,app-server-01,production,ap-south-1,42.86,51.98,54.64,164.88,138.12,1076,275,240.32,0.69
2024-12-26,app-server-02,production,ap-south-1,47.53,56.46,54.37,161.73,128.88,991,282,255.95,0.51
2024-12-27,app-server-01,production,ap-south-1,40.25,54.34,57.15,172.42,138.16,1171,285,244.86,0.47
2024-12-27,app-server-02,production,ap-south-1,44.46,54.52,55.48,174.2,130.95,1119,269,266.57,0.49
2024-12-28,app-server-01,production,ap-south-1,41.19,53.71,58.93,156.2,140.35,1107,288,260.54,0.4
2024-12-28,app-server-02,production,ap-south-1,41.6,54.55,54.64,164.27,123.97,1133,290,260.03,0.5
2024-12-29,app-server-01,production,ap-south-1,45.66,54.08,55.69,156.79,134.02,1107,280,252.07,0.54
2024-12-29,app-server-02,production,ap-south-1,41.22,53.48,56.34,174.87,127.35,1130,266,242.12,0.62
2024-12-30,app-server-01,production,ap-south-1,42.79,49.57,54.93,172.94,141.53,1143,266,264.98,0.5
2024-12-30,app-server-02,production,ap-south-1,39.84,56.29,57.3,181.45,125.71,1140,291,272.56,0.47
2024-12-31,app-server-01,production,ap-south-1,40.3,51.64,56.75,167.17,136.31,1169,269,256.6,0.46
2024-12-31,app-server-02,production,ap-south-1,38.15,56.0,53.39,165.85,125.39,1110,252,233.5,0.5
2025-01-01,app-server-01,production,ap-south-1,43.57,53.43,57.16,170.28,129.25,1152,275,274.13,0.65
2025-01-01,app-server-02,production,ap-south-1,44.05,53.62,58.83,176.09,139.92,1199,271,243.46,0.65
2025-01-02,app-server-01,production,ap-south-1,44.11,54.25,54.88,168.68,132.65,1138,245,257.71,0.53
2025-01-02,app-server-02,production,ap-south-1,38.89,54.95,55.27,164.59,121.1,1153,262,230.24,0.47
2025-01-03,app-server-01,production,ap-south-1,44.76,57.93,54.21,183.19,130.5,1314,259,252.44,0.62
2025-01-03,app-server-02,production,ap-south-1,47.96,55.53,55.98,174.18,117.47,1186,255,253.99,0.54
2025-01-04,app-server-01,production,ap-south-1,47.64,55.51,57.34,163.4,133.09,1119,266,258.56,0.57
2025-01-04,app-server-02,production,ap-south-1,47.0,57.1,60.77,150.22,130.99,1074,292,248.76,0.62
2025-01-05,app-server-01,production,ap-south-1,46.81,53.97,57.64,162.16,148.31,1210,286,252.27,0.53
2025-01-05,app-server-02,production,ap-south-1,43.6,50.57,58.51,177.7,137.4,1137,288,265.01,0.48
2025-01-06,app-server-01,production,ap-south-1,42.67,53.69,55.57,170.99,136.97,1050,275,254.81,0.71
2025-01-06,app-server-02,production,ap-south-1,53.57,55.38,58.46,181.25,140.01,1217,263,260.93,0.8
2025-01-07,app-server-01,production,ap-south-1,44.47,58.13,58.35,173.39,133.07,1237,263,239.61,0.73
2025-01-07,app-server-02,production,ap-south-1,41.81,56.14,56.17,161.9,132.89,1032,274,232.91,0.48
2025-01-08,app-server-01,production,ap-south-1,36.88,57.08,58.46,188.09,138.54,1206,308,242.14,0.52
2025-01-08,app-server-02,production,ap-south-1,44.9,54.29,57.91,166.79,140.03,1068,296,291.75,0.54
2025-01-09,app-server-01,production,ap-south-1,42.29,54.6,56.38,179.67,134.47,1077,289,276.63,0.59
2025-01-09,app-server-02,production,ap-south-1,49.91,54.4,57.37,168.74,142.41,1201,295,273.87,0.57
2025-01-10,app-server-01,production,ap-south-1,41.39,60.51,57.23,180.88,137.73,1215,292,242.03,0.45
2025-01-10,app-server-02,production,ap-south-1,46.77,53.82,56.99,154.37,134.94,1136,278,259.02,0.5
2025-01-11,app-server-01,production,ap-south-1,46.14,58.45,58.99,160.31,124.15,1096,284,257.22,0.59
2025-01-11,app-server-02,production,ap-south-1,44.83,55.33,56.83,174.38,120.4,1145,282,246.99,0.48
2025-01-12,app-server-01,production,ap-south-1,43.09,52.25,57.14,157.34,130.95,1162,284,251.51,0.59
2025-01-12,app-server-02,production,ap-south-1,42.86,55.36,56.82,176.48,139.38,1108,272,262.13,0.81
2025-01-13,app-server-01,production,ap-south-1,44.5,52.16,54.35,169.44,128.61,1224,300,274.39,0.67
2025-01-13,app-server-02,production,ap-south-1,43.77,56.69,59.29,184.35,134.89,1214,286,244.19,0.69
2025-01-14,app-server-01,production,ap-south-1,44.13,56.7,56.62,173.11,138.68,1187,302,260.16,0.48
2025-01-14,app-server-02,production,ap-south-1,46.66,59.4,58.49,174.09,139.64,1162,289,265.86,0.66
2025-01-15,app-server-01,production,ap-south-1,38.17,55.65,61.21,161.55,124.71,1238,282,263.0,0.48
2025-01-15,app-server-02,production,ap-south-1,43.42,52.04,55.4,147.86,129.39,1234,298,261.84,0.81
2025-01-16,app-server-01,production,ap-south-1,41.67,52.26,57.04,165.25,143.43,1122,295,239.64,0.42
2025-01-16,app-server-02,production,ap-south-1,48.22,54.76,60.01,162.16,124.98,1201,270,255.66,0.65
2025-01-17,app-server-01,production,ap-south-1,35.99,54.79,57.99,151.68,132.56,1205,292,266.65,0.49
2025-01-17,app-server-02,production,ap-south-1,48.14,53.45,57.76,152.35,130.26,1116,287,271.46,0.53
2025-01-18,app-server-01,production,ap-south-1,42.89,59.26,59.66,166.23,124.08,1298,292,251.95,0.55
